etid,name,hv,cat,desc,datasheet
,74LS175,0,74 LS Series Logic ,QUAD D EDGE-TRIGGERED FLIP-FLOP WITH COMPLEMENTARY OUTPUTS AND ASYNCHRONOUS CLEAR,
,74LS176,0,74 LS Series Logic ,PRESETTABLE DECADE (BI-QUINARY) COUNTER/LATCH,
,74LS177,0,74 LS Series Logic ,PRESETTABLE BINARY COUNTER/LATCH,
,74LS178,0,74 LS Series Logic ,4-BIT PARALLEL-ACCESS SHIFT REGISTER,
,74LS179,0,74 LS Series Logic ,4-BIT PARALLEL-ACCESS SHIFT REGISTER WITH ASYNCHRONOUS CLEAR AND COMPLEMENTARY QD OUTPUTS,
,74LS180,0,74 LS Series Logic ,9-BIT ODD/EVEN PARITY BIT GENERATOR AND CHECKER,
,74LS181,0,74 LS Series Logic ,4-BIT ARITHMETIC LOGIC UNIT AND FUNCTION GENERATOR,
,74LS182,0,74 LS Series Logic ,LOOKAHEAD CARRY GENERATOR,
,74LS183,0,74 LS Series Logic ,DUAL CARRY-SAVE FULL ADDER,
,74LS184,0,74 LS Series Logic ,BCD TO BINARY CONVERTER,
,74LS185,0,74 LS Series Logic ,6-BIT BINARY TO BCD CONVERTER,
,74LS186,0,74 LS Series Logic ,512-BIT (64X8) READ-ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
,74LS187,0,74 LS Series Logic ,1024-BIT (256X4) READ ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
,74LS188,0,74 LS Series Logic ,256-BIT (32X8) PROGRAMMABLE READ-ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
,74LS189,0,74 LS Series Logic ,64-BIT (16X4) RAM WITH INVERTING THREE-STATE OUTPUTS,
,74LS190,0,74 LS Series Logic ,SYNCHRONOUS UP/DOWN DECADE COUNTER,
,74LS191,0,74 LS Series Logic ,SYNCHRONOUS UP/DOWN BINARY COUNTER,
,74LS192,0,74 LS Series Logic ,SYNCHRONOUS UP/DOWN DECADE COUNTER WITH CLEAR,
,74LS193,0,74 LS Series Logic ,SYNCHRONOUS UP/DOWN 4-BIT BINARY COUNTER WITH CLEAR,
,74LS194,0,74 LS Series Logic ,4-BIT BIDIRECTIONAL UNIVERSAL SHIFT REGISTER,
,74LS195,0,74 LS Series Logic ,4-BIT PARALLEL-ACCESS SHIFT REGISTER,
,74LS196,0,74 LS Series Logic ,PRESETTABLE DECADE COUNTER/LATCH,
,74LS197,0,74 LS Series Logic ,PRESETTABLE BINARY COUNTER/LATCH,
,74LS198,0,74 LS Series Logic ,8-BIT BIDIRECTIONAL UNIVERSAL SHIFT REGISTER,
,74LS199,0,74 LS Series Logic ,8-BIT BIDIRECTIONAL UNIVERSAL SHIFT REGISTER WITH J-NOT-K SERIAL INPUTS,
,74LS200,0,74 LS Series Logic ,256-BIT RAM WITH THREE-STATE OUTPUTS,
,74LS201,0,74 LS Series Logic ,256-BIT (256X1) RAM WITH THREE-STATE OUTPUTS,
,74LS206,0,74 LS Series Logic ,256-BIT RAM WITH OPEN COLLECTOR OUTPUTS,
,74LS209,0,74 LS Series Logic ,1024-BIT (1024X1) RAM WITH THREE-STATE OUTPUT,
,74LS210,0,74 LS Series Logic ,OCTAL BUFFER,
,74LS219,0,74 LS Series Logic ,64-BIT (16X4) RAM WITH NONINVERTING THREE-STATE OUTPUTS,
,74LS221,0,74 LS Series Logic ,DUAL MONOSTABLE MULTIVIBRATOR WITH SCHMITT TRIGGER INPUT,
,74LS222,0,74 LS Series Logic ,16 BY 4 SYNCHRONOUS FIFO MEMORY WITH THREE-STATE OUTPUTS,
,74LS224,0,74 LS Series Logic ,16 BY 4 SYNCHRONOUS FIFO MEMORY WITH THREE-STATE OUTPUTS,
,74LS225,0,74 LS Series Logic ,ASYNCHRONOUS 16X5 FIFO MEMORY,
,74LS226,0,74 LS Series Logic ,4-BIT PARALLEL LATCHED BUS TRANSCEIVER WITH THREE-STATE OUTPUTS,
,74LS227,0,74 LS Series Logic ,64-BIT FIFO MEMORIES 16X4,
,74LS228,0,74 LS Series Logic ,64-BIT FIFO MEMORIES 16X4 OPEN-COLLECTOR OUTPUTS,
,74LS230,0,74 LS Series Logic ,"OCTAL BUFFER/DRIVER WITH THREE-STATE OUTPUTS, TRUE AND COMPLEMENTARY INPUTS",
,74LS231,0,74 LS Series Logic ,"OCTAL BUFFER AND LINE DRIVER WITH THREE-STATE OUTPUTS, G AND /G COMPLEMENTARY INPUTS",
,74LS232,0,74 LS Series Logic ,QUAD NOR SCHMITT TRIGGER,
,74LS237,0,74 LS Series Logic ,"3-OF-8 DECODER/DEMULTIPLEXER WITH ADDRESS LATCH, ACTIVE HIGH OUTPUTS",
,74LS238,0,74 LS Series Logic ,"3-OF-8 DECODER/DEMULTIPLEXER, ACTIVE HIGH OUTPUTS",
,74LS239,0,74 LS Series Logic ,"DUAL 2-OF-4 DECODER/DEMULTIPLEXER, ACTIVE HIGH OUTPUTS",
,74LS240,0,74 LS Series Logic ,OCTAL BUFFER WITH INVERTED THREE-STATE OUTPUTS,
,74LS241,0,74 LS Series Logic ,OCTAL BUFFER WITH NONINVERTED THREE-STATE OUTPUTS,
,74LS242,0,74 LS Series Logic ,QUAD BUS TRANSCEIVER WITH INVERTED THREE-STATE OUTPUTS,
,74LS243,0,74 LS Series Logic ,QUAD BUS TRANSCEIVER WITH NONINVERTED THREE-STATE OUTPUTS,
,74LS244,0,74 LS Series Logic ,OCTAL BUFFER WITH NONINVERTED THREE-STATE OUTPUTS,
,74LS245,0,74 LS Series Logic ,OCTAL BUS TRANSCEIVER WITH NONINVERTED THREE-STATE OUTPUTS,
,74LS246,0,74 LS Series Logic ,BCD TO 7-SEGMENT DECODER/DRIVER WITH 30 V OPEN COLLECTOR OUTPUTS,
,74LS247,0,74 LS Series Logic ,BCD TO 7-SEGMENT DECODER/DRIVER WITH 15 V OPEN COLLECTOR OUTPUTS,
,74LS248,0,74 LS Series Logic ,BCD TO 7-SEGMENT DECODER/DRIVER WITH INTERNAL PULL-UP OUTPUTS,
,74LS249,0,74 LS Series Logic ,BCD TO 7-SEGMENT DECODER/DRIVER WITH OPEN COLLECTOR OUTPUTS,
,74LS250,0,74 LS Series Logic ,1 OF 16 DATA SELECTORS/MULTIPLEXERS,
,74LS251,0,74 LS Series Logic ,8-LINE TO 1-LINE DATA SELECTOR/MULTIPLEXER WITH COMPLEMENTARY THREE-STATE OUTPUTS,
,74LS253,0,74 LS Series Logic ,DUAL 4-LINE TO 1-LINE DATA SELECTOR/MULTIPLEXER WITH THREE-STATE OUTPUTS,
,74LS255,0,74 LS Series Logic ,DUAL 4-BIT ADDRESSABLE LATCH,
,74LS256,0,74 LS Series Logic ,DUAL 4-BIT ADDRESSABLE LATCH,
,74LS257,0,74 LS Series Logic ,QUAD 2-LINE TO 1-LINE DATA SELECTOR/MULTIPLEXER WITH NONINVERTED THREE-STATE OUTPUTS,
,74LS258,0,74 LS Series Logic ,QUAD 2-LINE TO 1-LINE DATA SELECTOR/MULTIPLEXER WITH INVERTED THREE-STATE OUTPUTS,
,74LS259,0,74 LS Series Logic ,8-BIT ADDRESSABLE LATCH,
,74LS260,0,74 LS Series Logic ,DUAL 5-INPUT NOR GATE,
,74LS261,0,74 LS Series Logic ,2-BIT BY 4-BIT PARALLEL BINARY MULTIPLIER,
,74LS264,0,74 LS Series Logic ,LOOK AHEAD CARRY GENERATOR,
,74LS265,0,74 LS Series Logic ,QUAD COMPLEMENTARY OUTPUT ELEMENTS,
,74LS266,0,74 LS Series Logic ,QUAD 2-INPUT XNOR GATE WITH OPEN COLLECTOR OUTPUTS,
,74LS268,0,74 LS Series Logic ,"HEX D-TYPE LATCHES THREE-STATE OUTPUTS, COMMON OUTPUT CONTROL, COMMON ENABLE",
,74LS270,0,74 LS Series Logic ,2048-BIT (512X4) READ ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
,74LS271,0,74 LS Series Logic ,2048-BIT (256X8) READ ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
,74LS273,0,74 LS Series Logic ,8-BIT REGISTER WITH RESET,
,74LS274,0,74 LS Series Logic ,4-BIT BY 4-BIT BINARY MULTIPLIER,
,74LS275,0,74 LS Series Logic ,7-BIT SLICE WALLACE TREE,
,74LS276,0,74 LS Series Logic ,"QUAD J-NOT-K EDGE-TRIGGERED FLIP-FLOPS WITH SEPARATE CLOCKS, COMMON PRESET AND CLEAR",
,74LS278,0,74 LS Series Logic ,4-BIT CASCADEABLE PRIORITY REGISTERS WITH LATCHED DATA INPUTS,
,74LS279,0,74 LS Series Logic ,QUAD SET-RESET LATCH,
,74LS280,0,74 LS Series Logic ,9-BIT ODD/EVEN PARITY BIT GENERATOR/CHECKER,
,74LS281,0,74 LS Series Logic ,4-BIT PARALLEL BINARY ACCUMULATOR,
,74LS282,0,74 LS Series Logic ,LOOK-AHEAD CARRY GENERATOR WITH SELECTABLE CARRY INPUTS,
,74LS283,0,74 LS Series Logic ,4-BIT BINARY FULL ADDER,
,74LS284,0,74 LS Series Logic ,4-BIT BY 4-BIT PARALLEL BINARY MULTIPLIER (LOW ORDER 4 BITS OF PRODUCT),
,74LS285,0,74 LS Series Logic ,4-BIT BY 4-BIT PARALLEL BINARY MULTIPLIER (HIGH ORDER 4 BITS OF PRODUCT),
,74LS286,0,74 LS Series Logic ,9-BIT PARITY GENERATOR/CHECKER WITH BUS DRIVER PARITY I/O PORT,
,74LS287,0,74 LS Series Logic ,1024-BIT (256X4) PROGRAMMABLE READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
,74LS288,0,74 LS Series Logic ,256-BIT (32X8) PROGRAMMABLE READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
,74LS289,0,74 LS Series Logic ,64-BIT (16X4) RAM WITH OPEN COLLECTOR OUTPUTS,
,74LS290,0,74 LS Series Logic ,DECADE COUNTER (SEPARATE DIVIDE-BY-2 AND DIVIDE-BY-5 SECTIONS),
,74LS291,0,74 LS Series Logic ,"4-BIT UNIVERSAL SHIFT REGISTER, BINARY UP/DOWN COUNTER, SYNCHRONOUS",
,74LS292,0,74 LS Series Logic ,PROGRAMMABLE FREQUENCY DIVIDER/DIGITAL TIMER,
,74LS293,0,74 LS Series Logic ,4-BIT BINARY COUNTER (SEPARATE DIVIDE-BY-2 AND DIVIDE-BY-8 SECTIONS),
,74LS294,0,74 LS Series Logic ,PROGRAMMABLE FREQUENCY DIVIDER/DIGITAL TIMER,
,74LS295,0,74 LS Series Logic ,4-BIT BIDIRECTIONAL REGISTER WITH THREE-STATE OUTPUTS,
,74LS297,0,74 LS Series Logic ,DIGITAL PHASE-LOCKED LOOP FILTER,
,74LS298,0,74 LS Series Logic ,QUAD 2-INPUT MULTIPLEXER WITH STORAGE,
,74LS299,0,74 LS Series Logic ,8-BIT BIDIRECTIONAL UNIVERSAL SHIFT/STORAGE REGISTER WITH THREE-STATE OUTPUTS,
,74LS301,0,74 LS Series Logic ,256-BIT (256X1) RANDOM ACCESS MEMORY WITH OPEN COLLECTOR OUTPUT,
,74LS309,0,74 LS Series Logic ,1024-BIT (1024X1) RANDOM ACCESS MEMORY WITH OPEN COLLECTOR OUTPUT,
,74LS310,0,74 LS Series Logic ,OCTAL BUFFER WITH SCHMITT TRIGGER INPUTS,
,74LS314,0,74 LS Series Logic ,1024-BIT RANDOM ACCESS MEMORY,
,74LS319,0,74 LS Series Logic ,64-BIT RANDOM ACCESS MEMORIES 16X4 OPEN COLLECTOR OUTPUTS,
,74LS320,0,74 LS Series Logic ,CRYSTAL-CONTROLLED OSCILLATOR,
,74LS321,0,74 LS Series Logic ,CRYSTAL-CONTROLLED OSCILLATORS WITH F/2 AND F/4 COUNT-DOWN OUTPUTS,
,74LS322,0,74 LS Series Logic ,"8-BIT SHIFT REGISTER WITH SIGN EXTEND, THREE-STATE OUTPUTS",
,74LS323,0,74 LS Series Logic ,8-BIT BIDIRECTIONAL UNIVERSAL SHIFT/STORAGE REGISTER WITH THREE-STATE OUTPUTS,
,74LS324,0,74 LS Series Logic ,VOLTAGE-CONTROLLED OSCILLATOR (OR CRYSTAL CONTROLLED),
,74LS340,0,74 LS Series Logic ,OCTAL BUFFER WITH SCHMITT TRIGGER INPUTS AND THREE-STATE INVERTED OUTPUTS,
,74LS341,0,74 LS Series Logic ,OCTAL BUFFER WITH SCHMITT TRIGGER INPUTS AND THREE-STATE NONINVERTED OUTPUTS,
,74LS344,0,74 LS Series Logic ,OCTAL BUFFER WITH SCHMITT TRIGGER INPUTS AND THREE-STATE NONINVERTED OUTPUTS,
,74LS347,0,74 LS Series Logic ,"BCD-TO-7 SEGMENT DECODERS/DRIVERS OPEN COLLECTOR OUTPUTS, LOW VOLTAGE VERSION OF 7447",
,74LS348,0,74 LS Series Logic ,8 TO 3-LINE PRIORITY ENCODER WITH THREE-STATE OUTPUTS,
,74LS350,0,74 LS Series Logic ,4-BIT SHIFTER WITH THREE-STATE OUTPUTS,
,74LS351,0,74 LS Series Logic ,DUAL 8-LINE TO 1-LINE DATA SELECTORS/MULTIPLEXERS WITH THREE-STATE OUTPUTS AND 4 COMMON DATA INPUTS,
,74LS352,0,74 LS Series Logic ,DUAL 4-LINE TO 1-LINE DATA SELECTORS/MULTIPLEXERS WITH INVERTING OUTPUTS,
,74LS353,0,74 LS Series Logic ,DUAL 4-LINE TO 1-LINE DATA SELECTORS/MULTIPLEXERS WITH INVERTING THREE-STATE OUTPUTS,
,74LS354,0,74 LS Series Logic ,"8 TO 1-LINE DATA SELECTOR/MULTIPLEXER WITH TRANSPARENT LATCH, THREE-STATE OUTPUTS",
,74LS355,0,74 LS Series Logic ,"8-LINE TO 1-LINE DATA SELECTOR/MULTIPLEXER WITH TRANSPARENT REGISTERS, OPEN-COLLECTOR OUTPUTS",
,74LS356,0,74 LS Series Logic ,"8 TO 1-LINE DATA SELECTOR/MULTIPLEXER WITH EDGE-TRIGGERED REGISTER, THREE-STATE OUTPUTS",
,74LS357,0,74 LS Series Logic ,"8-LINE TO 1-LINE DATA SELECTORS/MULTIPLEXERS/EDGE-TRIGGERED REGISTERS, OPEN-COLLECTOR OUTPUTS",
,74LS361,0,74 LS Series Logic ,BUBBLE MEMORY FUNCTION TIMING GENERATOR,
,74LS362,0,74 LS Series Logic ,FOUR-PHASE CLOCK GENERATOR/DRIVER,
,74LS363,0,74 LS Series Logic ,OCTAL THREE-STATE D-LATCHES,
,74LS365,0,74 LS Series Logic ,HEX BUFFER WITH NONINVERTED THREE-STATE OUTPUTS,
,74LS366,0,74 LS Series Logic ,HEX BUFFER WITH INVERTED THREE-STATE OUTPUTS,
,74LS367,0,74 LS Series Logic ,HEX BUFFER WITH NONINVERTED THREE-STATE OUTPUTS,
,74LS368,0,74 LS Series Logic ,HEX BUFFER WITH INVERTED THREE-STATE OUTPUTS,
,74LS370,0,74 LS Series Logic ,2048-BIT (512X4) READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
,74LS371,0,74 LS Series Logic ,2048-BIT (256X8) READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
,74LS373,0,74 LS Series Logic ,OCTAL TRANSPARENT LATCH WITH THREE-STATE OUTPUTS,
,74LS1G373,0,74 LS Series Logic ,SINGLE TRANSPARENT LATCH WITH THREE-STATE OUTPUT,
,74LS374,0,74 LS Series Logic ,OCTAL REGISTER WITH THREE-STATE OUTPUTS,
,74LS1G374,0,74 LS Series Logic ,SINGLE D-TYPE FLIP-FLOP WITH THREE-STATE OUTPUT,
,74LS375,0,74 LS Series Logic ,QUAD BISTABLE LATCH,
,74LS376,0,74 LS Series Logic ,QUAD J-NOT-K FLIP-FLOP WITH COMMON CLOCK AND COMMON CLEAR,
,74LS377,0,74 LS Series Logic ,8-BIT REGISTER WITH CLOCK ENABLE,
,74LS378,0,74 LS Series Logic ,6-BIT REGISTER WITH CLOCK ENABLE,
,74LS379,0,74 LS Series Logic ,4-BIT REGISTER WITH CLOCK ENABLE AND COMPLEMENTARY OUTPUTS,
,74LS380,0,74 LS Series Logic ,8-BIT MULTIFUNCTION REGISTER,
,74LS381,0,74 LS Series Logic ,4-BIT ARITHMETIC LOGIC UNIT/FUNCTION GENERATOR WITH GENERATE AND PROPAGATE OUTPUTS,
,74LS382,0,74 LS Series Logic ,4-BIT ARITHMETIC LOGIC UNIT/FUNCTION GENERATOR WITH RIPPLE CARRY AND OVERFLOW OUTPUTS,
,74LS384,0,74 LS Series Logic ,8-BIT BY 1-BIT TWO'S COMPLEMENT MULTIPLIERS,
,74LS385,0,74 LS Series Logic ,QUAD 4-BIT ADDER/SUBTRACTOR,
,74LS386,0,74 LS Series Logic ,QUAD 2-INPUT XOR GATE,
,74LS387,0,74 LS Series Logic ,1024-BIT (256X4) PROGRAMMABLE READ-ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
,74LS388,0,74 LS Series Logic ,4-BIT REGISTER WITH STANDARD AND THREE-STATE OUTPUTS,
,74LS390,0,74 LS Series Logic ,DUAL 4-BIT DECADE COUNTER,
,74LS393,0,74 LS Series Logic ,DUAL 4-BIT BINARY COUNTER,
,74LS395,0,74 LS Series Logic ,4-BIT UNIVERSAL SHIFT REGISTER WITH THREE-STATE OUTPUTS,
,74LS396,0,74 LS Series Logic ,"OCTAL STORAGE REGISTERS, PARALLEL ACCESS",
,74LS398,0,74 LS Series Logic ,QUAD 2-INPUT MULTIPLEXERS WITH STORAGE AND COMPLEMENTARY OUTPUTS,
,74LS399,0,74 LS Series Logic ,QUAD 2-INPUT MULTIPLEXER WITH STORAGE,
,74LS405,0,74 LS Series Logic ,"1 TO 8 DECODER, EQUIVALENT TO INTEL 8205, ONLY FOUND AS UCY74S405 SO MIGHT BE NON-TI NUMBER",
,74LS408,0,74 LS Series Logic ,8-BIT PARITY TREE,
,74LS412,0,74 LS Series Logic ,MULTI-MODE BUFFERED 8-BIT LATCHES WITH THREE-STATE OUTPUTS AND CLEAR,
,74LS422,0,74 LS Series Logic ,"RE-TRIGGERABLE MONO-STABLE MULTIVIBRATORS, TWO INPUTS",
,74LS423,0,74 LS Series Logic ,DUAL RETRIGGERABLE MONOSTABLE MULTIVIBRATOR,
,74LS424,0,74 LS Series Logic ,TWO-PHASE CLOCK GENERATOR/DRIVER,
,74LS425,0,74 LS Series Logic ,QUAD GATES WITH THREE-STATE OUTPUTS AND ACTIVE LOW ENABLES,
,74LS426,0,74 LS Series Logic ,QUAD GATES WITH THREE-STATE OUTPUTS AND ACTIVE HIGH ENABLES,
,74LS428,0,74 LS Series Logic ,SYSTEM CONTROLLER FOR 8080A,
,74LS436,0,74 LS Series Logic ,"LINE DRIVER/MEMORY DRIVER CIRCUITS - MOS MEMORY INTERFACE, DAMPING OUTPUT RESISTOR",
,74LS437,0,74 LS Series Logic ,LINE DRIVER/MEMORY DRIVER CIRCUITS - MOS MEMORY INTERFACE,
,74LS438,0,74 LS Series Logic ,SYSTEM CONTROLLER FOR 8080A,
,74LS440,0,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH NONINVERTED OPEN COLLECTOR OUTPUTS,
,74LS441,0,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH INVERTED OPEN COLLECTOR OUTPUTS,
,74LS442,0,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH NONINVERTED THREE-STATE OUTPUTS,
,74LS443,0,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH INVERTED THREE-STATE OUTPUTS,
,74LS444,0,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH INVERTED AND NONINVERTED THREE-STATE OUTPUTS,
,74LS445,0,74 LS Series Logic ,BCD-TO-DECIMAL DECODERS/DRIVERS,
,74LS446,0,74 LS Series Logic ,QUAD BUS TRANSCEIVERS WITH DIRECTION CONTROLS,
,74LS447,0,74 LS Series Logic ,"BCD-TO-7-SEGMENT DECODERS/DRIVERS, LOW VOLTAGE VERSION OF 74247",
,74LS448,0,74 LS Series Logic ,QUAD TRIDIRECTIONAL BUS TRANSCEIVER WITH INVERTED AND NONINVERTED OPEN COLLECTOR OUTPUTS,
,74LS449,0,74 LS Series Logic ,"QUAD BUS TRANSCEIVERS WITH DIRECTION CONTROLS, TRUE OUTPUTS",
,74LS450,0,74 LS Series Logic ,16-TO-1 MULTIPLEXER WITH COMPLEMENTARY OUTPUTS,
,74LS451,0,74 LS Series Logic ,DUAL 8-TO-1 MULTIPLEXER,
,74LS452,0,74 LS Series Logic ,"DUAL DECADE COUNTER, SYNCHRONOUS",
,74LS453,0,74 LS Series Logic ,"DUAL BINARY COUNTER, SYNCHRONOUS",
,74LS453,0,74 LS Series Logic ,QUAD 4-TO-1 MULTIPLEXER,
,74LS454,0,74 LS Series Logic ,"DUAL DECADE UP/DOWN COUNTER, SYNCHRONOUS, PRESET INPUT",
,74LS455,0,74 LS Series Logic ,"DUAL BINARY UP/DOWN COUNTER, SYNCHRONOUS, PRESET INPUT",
,74LS456,0,74 LS Series Logic ,NBCD (NATURAL BINARY CODED DECIMAL) ADDER,
,74LS460,0,74 LS Series Logic ,BUS TRANSFER SWITCH,
,74LS461,0,74 LS Series Logic ,8-BIT PRESETTABLE BINARY COUNTER WITH THREE-STATE OUTPUTS,
,74LS462,0,74 LS Series Logic ,FIBER-OPTIC LINK TRANSMITTER,
,74LS463,0,74 LS Series Logic ,FIBER-OPTIC LINK RECEIVER,
,74LS465,0,74 LS Series Logic ,OCTAL BUFFER WITH THREE-STATE TRUE OUTPUTS,
,74LS466,0,74 LS Series Logic ,OCTAL BUFFERS WITH THREE-STATE INVERTED OUTPUTS,
,74LS467,0,74 LS Series Logic ,OCTAL BUFFERS WITH THREE-STATE TRUE OUTPUTS,
,74LS468,0,74 LS Series Logic ,OCTAL BUFFERS WITH THREE-STATE INVERTED OUTPUTS,
,74LS469,0,74 LS Series Logic ,8-BIT SYNCHRONOUS UP/DOWN COUNTER WITH PARALLEL LOAD AND HOLD CAPABILITY,
,74LS470,0,74 LS Series Logic ,2048-BIT (256X8) PROGRAMMABLE READ-ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
,74LS471,0,74 LS Series Logic ,2048-BIT (256X8) PROGRAMMABLE READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
,74LS472,0,74 LS Series Logic ,PROGRAMMABLE READ-ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
,74LS473,0,74 LS Series Logic ,PROGRAMMABLE READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
,74LS474,0,74 LS Series Logic ,PROGRAMMABLE READ-ONLY MEMORY WITH OPEN COLLECTOR OUTPUTS,
,74LS475,0,74 LS Series Logic ,PROGRAMMABLE READ-ONLY MEMORY WITH THREE-STATE OUTPUTS,
,74LS481,0,74 LS Series Logic ,4-BIT SLICE CASCADABLE PROCESSOR ELEMENTS,
,74LS482,0,74 LS Series Logic ,4-BIT SLICE EXPANDABLE CONTROL ELEMENTS,
,74LS484,0,74 LS Series Logic ,BCD-TO-BINARY CONVERTER,
,74LS485,0,74 LS Series Logic ,BINARY-TO-BCD CONVERTER,
,74LS490,0,74 LS Series Logic ,DUAL DECADE COUNTER,
,74LS491,0,74 LS Series Logic ,10-BIT BINARY UP/DOWN COUNTER WITH LIMITED PRESET AND THREE-STATE OUTPUTS,
,74LS498,0,74 LS Series Logic ,8-BIT BIDIRECTIONAL SHIFT REGISTER WITH PARALLEL INPUTS AND THREE-STATE OUTPUTS,
,74LS508,0,74 LS Series Logic ,8-BIT MULTIPLIER/DIVIDER,
,74LS518,0,74 LS Series Logic ,"8-BIT COMPARATOR WITH OPEN COLLECTOR OUTPUT, INPUT PULL-UP RESISTOR",
,74LS519,0,74 LS Series Logic ,8-BIT COMPARATOR WITH OPEN COLLECTOR OUTPUT,
,74LS520,0,74 LS Series Logic ,"8-BIT COMPARATOR WITH INVERTED TOTEM-POLE OUTPUT, INPUT PULL-UP RESISTOR",
,74LS521,0,74 LS Series Logic ,8-BIT COMPARATOR WITH INVERTED TOTEM-POLE OUTPUT,
,74LS522,0,74 LS Series Logic ,"8-BIT COMPARATOR WITH INVERTED OPEN-COLLECTOR OUTPUT, INPUT PULL-UP RESISTOR",
,74LS526,0,74 LS Series Logic ,"FUSE PROGRAMMABLE IDENTITY COMPARATOR, 16-BIT",
,74LS527,0,74 LS Series Logic ,"FUSE PROGRAMMABLE IDENTITY COMPARATOR, 8-BIT + 4-BIT CONVENTIONAL IDENTITY COMPARATOR",
,74LS528,0,74 LS Series Logic ,"FUSE PROGRAMMABLE IDENTITY COMPARATOR, 12-BIT",
,74LS531,0,74 LS Series Logic ,OCTAL TRANSPARENT LATCH WITH 32 MA THREE-STATE OUTPUTS,
,74LS532,0,74 LS Series Logic ,OCTAL REGISTER WITH 32 MA THREE-STATE OUTPUTS,
,74LS533,0,74 LS Series Logic ,OCTAL TRANSPARENT LATCH WITH INVERTING THREE-STATE OUTPUTS,
,74LS534,0,74 LS Series Logic ,OCTAL REGISTER WITH INVERTING THREE-STATE OUTPUTS,
,74LS535,0,74 LS Series Logic ,OCTAL TRANSPARENT LATCH WITH INVERTING THREE-STATE OUTPUTS,
,74LS536,0,74 LS Series Logic ,OCTAL REGISTER WITH INVERTING 32 MA THREE-STATE OUTPUTS,
,74LS537,0,74 LS Series Logic ,BCD TO DECIMAL DECODER WITH THREE-STATE OUTPUTS,
,74LS538,0,74 LS Series Logic ,1 OF 8 DECODER WITH THREE-STATE OUTPUTS,
,74LS539,0,74 LS Series Logic ,DUAL 1 OF 4 DECODER WITH THREE-STATE OUTPUTS,
,74LS540,0,74 LS Series Logic ,INVERTING OCTAL BUFFER WITH THREE-STATE OUTPUTS,
,74LS541,0,74 LS Series Logic ,NON-INVERTING OCTAL BUFFER WITH THREE-STATE OUTPUTS,
,74LS544,0,74 LS Series Logic ,NON-INVERTING OCTAL REGISTERED TRANSCEIVER WITH THREE-STATE OUTPUTS,
,74LS558,0,74 LS Series Logic ,8-BIT BY 8-BIT MULTIPLIER WITH THREE-STATE OUTPUTS,
,74LS560,0,74 LS Series Logic ,4-BIT DECADE COUNTER WITH THREE-STATE OUTPUTS,
,74LS561,0,74 LS Series Logic ,4-BIT BINARY COUNTER WITH THREE-STATE OUTPUTS,
,74LS563,0,74 LS Series Logic ,8-BIT D-TYPE TRANSPARENT LATCH WITH INVERTING THREE-STATE OUTPUTS,
,74LS564,0,74 LS Series Logic ,8-BIT D-TYPE EDGE-TRIGGERED REGISTER WITH INVERTING THREE-STATE OUTPUTS,
,74LS568,0,74 LS Series Logic ,DECADE UP/DOWN COUNTER WITH THREE-STATE OUTPUTS,
,74LS569,0,74 LS Series Logic ,BINARY UP/DOWN COUNTER WITH THREE-STATE OUTPUTS,
,74LS573,0,74 LS Series Logic ,OCTAL D-TYPE TRANSPARENT LATCH WITH THREE-STATE OUTPUTS,
,74LS574,0,74 LS Series Logic ,OCTAL D-TYPE EDGE-TRIGGERED FLIP-FLOP WITH THREE-STATE OUTPUTS,
,74LS575,0,74 LS Series Logic ,"OCTAL D-TYPE FLIP-FLOP WITH SYNCHRONOUS CLEAR, THREE-STATE OUTPUTS",
,74LS576,0,74 LS Series Logic ,OCTAL D-TYPE FLIP-FLOP WITH INVERTING THREE-STATE OUTPUTS,
,74LS577,0,74 LS Series Logic ,"OCTAL D-TYPE FLIP-FLOP WITH SYNCHRONOUS CLEAR, INVERTING THREE-STATE OUTPUTS",
,74LS580,0,74 LS Series Logic ,OCTAL TRANSCEIVER/LATCH WITH INVERTING THREE-STATE OUTPUTS,
,74LS589,0,74 LS Series Logic ,"8-BIT SHIFT REGISTER WITH INPUT LATCH, THREE-STATE OUTPUTS",
